,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
58,2292242.3,Parabacteroides sp. AF18-52,Parabacteroides sp. AF18-52,AF18-52,NHP,2018-10-02T17:21:42.912Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGR01000000,2292242
59,2293088.3,Coprococcus sp. AF16-5,Coprococcus sp. AF16-5,AF16-5,NHP,2018-10-02T17:17:59.598Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGZ01000000,2293088
60,2292190.3,Alistipes sp. AF17-16,Alistipes sp. AF17-16,AF17-16,NHP,2018-10-02T17:16:38.624Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGX01000000,2292190
61,2293106.3,Eubacterium sp. AF19-12LB,Eubacterium sp. AF19-12LB,AF19-12LB,NHP,2018-10-02T17:15:06.394Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGP01000000,2293106
62,2292244.3,Pseudoflavonifractor sp. AF19-9AC,Pseudoflavonifractor sp. AF19-9AC,AF19-9AC,NHP,2018-10-02T17:14:48.043Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGI01000000,2292244
63,2292243.3,Peptoclostridium sp. AF21-18,Peptoclostridium sp. AF21-18,AF21-18,NHP,2018-10-02T17:09:37.138Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUGE01000000,2292243
64,2292348.3,Eisenbergiella sp. OF01-20,Eisenbergiella sp. OF01-20,OF01-20,NHP,2018-10-02T17:06:20.345Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUES01000000,2292348
65,2292234.3,Faecalibacterium sp. AF28-13AC,Faecalibacterium sp. AF28-13AC,AF28-13AC,NHP,2018-10-02T17:05:14.984Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUFG01000000,2292234
66,2292046.3,Lachnotalea sp. AF33-28,Lachnotalea sp. AF33-28,AF33-28,NHP,2018-10-02T16:59:21.387Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUEE01000000,2292046
67,2293014.3,Clostridium sp. AF36-18BH,Clostridium sp. AF36-18BH,AF36-18BH,NHP,2018-10-02T16:54:11.520Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUDU01000000,2293014
68,2292902.3,Lachnospiraceae bacterium AM10-38,Lachnospiraceae bacterium AM10-38,AM10-38,NHP,2018-10-02T16:49:11.915Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUDB01000000,2292902
69,2291991.3,Ruminococcaceae bacterium AM07-15,Ruminococcaceae bacterium AM07-15,AM07-15,NHP,2018-10-02T16:48:45.713Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUDE01000000,2291991
70,1502.480,Clostridium perfringens strain AF30-3,Clostridium perfringens,AF30-3,NHP,2018-10-02T16:22:43.459Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRQT01000000,1502
71,166486.66,Roseburia intestinalis strain AF31-21AC,Roseburia intestinalis,AF31-21AC,NHP,2018-10-02T16:19:39.231Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRQN01000000,166486
72,1034346.9,Dielma fastidiosa strain AF31-27BH,Dielma fastidiosa,AF31-27BH,NHP,2018-10-02T16:18:32.926Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRQL01000000,1034346
73,31971.10,Absiella dolichum strain AF35-6BH,Absiella dolichum,AF35-6BH,NHP,2018-10-02T16:09:39.018Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRPK01000000,31971
74,1402.242,Bacillus licheniformis strain AF39-10,Bacillus licheniformis,AF39-10,NHP,2018-10-02T16:02:15.707Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QROJ01000000,1402
75,2292042.3,Eggerthella sp. AM16-19,Eggerthella sp. AM16-19,AM16-19,NHP,2018-10-02T15:57:58.376Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUCY01000000,2292042
76,1681.136,Bifidobacterium bifidum strain AF45-10,Bifidobacterium bifidum,AF45-10,NHP,2018-10-02T15:49:36.444Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.;many frameshifted proteins",QRNM01000000,1681
77,2291992.3,Erysipelotrichaceae bacterium AM17-60,Erysipelotrichaceae bacterium AM17-60,AM17-60,NHP,2018-10-02T15:36:50.975Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QUCU01000000,2291992
78,821.561,Bacteroides vulgatus strain AM09-18,Bacteroides vulgatus,AM09-18,NHP,2018-10-02T15:32:10.146Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRMN01000000,821
79,363265.5,Prevotella stercorea strain AF42-9,Prevotella stercorea,AF42-9,NHP,2018-10-02T15:31:05.226Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRNO01000000,363265
80,119858.12,Bacillus sonorensis strain AM12-57B,Bacillus sonorensis,AM12-57B,NHP,2018-10-02T15:29:05.240Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRLM01000000,119858
81,1639133.7,Citrobacter portucalensis strain AM17-37,Citrobacter portucalensis,AM17-37,NHP,2018-10-02T15:26:52.672Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRJT01000000,1639133
